inst#,actual,predicted,error,prediction
837,1:?,3:neutral,,0.606
838,1:?,3:neutral,,0.524
839,1:?,1:positive,,0.476
840,1:?,1:positive,,0.705
841,1:?,3:neutral,,0.615
842,1:?,1:positive,,0.909
843,1:?,1:positive,,0.71
844,1:?,3:neutral,,0.572
845,1:?,3:neutral,,0.613
846,1:?,3:neutral,,0.556
847,1:?,3:neutral,,0.622
848,1:?,3:neutral,,0.48
849,1:?,3:neutral,,0.557
850,1:?,3:neutral,,0.553
851,1:?,3:neutral,,0.572
852,1:?,2:negative,,0.988
853,1:?,1:positive,,1
854,1:?,3:neutral,,0.556
855,1:?,1:positive,,0.709
856,1:?,3:neutral,,0.567
857,1:?,3:neutral,,0.556
858,1:?,3:neutral,,0.556
859,1:?,3:neutral,,0.56
860,1:?,1:positive,,0.854
861,1:?,3:neutral,,0.569
862,1:?,3:neutral,,0.567
863,1:?,3:neutral,,0.569
864,1:?,2:negative,,0.491
865,1:?,3:neutral,,0.625
866,1:?,2:negative,,0.727
867,1:?,2:negative,,0.532
868,1:?,3:neutral,,0.556
869,1:?,1:positive,,0.563
870,1:?,2:negative,,0.491
871,1:?,3:neutral,,0.559
872,1:?,1:positive,,0.599
873,1:?,3:neutral,,0.556
874,1:?,1:positive,,1
875,1:?,3:neutral,,0.556
876,1:?,2:negative,,0.396
877,1:?,3:neutral,,0.569
878,1:?,1:positive,,0.476
879,1:?,3:neutral,,0.556
880,1:?,3:neutral,,0.462
881,1:?,3:neutral,,0.572
882,1:?,3:neutral,,0.567
883,1:?,3:neutral,,0.556
884,1:?,3:neutral,,0.569
885,1:?,3:neutral,,0.569
886,1:?,3:neutral,,0.618
887,1:?,3:neutral,,0.623
888,1:?,3:neutral,,0.641
889,1:?,2:negative,,0.839
890,1:?,1:positive,,0.878
891,1:?,2:negative,,0.944
892,1:?,2:negative,,0.486
893,1:?,3:neutral,,0.569
894,1:?,3:neutral,,0.556
895,1:?,3:neutral,,0.618
896,1:?,3:neutral,,0.386
897,1:?,3:neutral,,0.556
898,1:?,3:neutral,,0.569
899,1:?,3:neutral,,0.512
900,1:?,3:neutral,,0.572
901,1:?,3:neutral,,0.514
902,1:?,2:negative,,0.487
903,1:?,3:neutral,,0.556
904,1:?,2:negative,,0.527
905,1:?,3:neutral,,0.589
906,1:?,3:neutral,,0.556
907,1:?,3:neutral,,0.556
908,1:?,3:neutral,,0.614
909,1:?,3:neutral,,0.556
910,1:?,3:neutral,,0.556
911,1:?,3:neutral,,0.613
912,1:?,3:neutral,,0.556
913,1:?,3:neutral,,0.556
914,1:?,3:neutral,,0.612
915,1:?,1:positive,,0.48
916,1:?,3:neutral,,0.569
917,1:?,3:neutral,,0.569
918,1:?,3:neutral,,0.556
919,1:?,3:neutral,,0.612
920,1:?,3:neutral,,0.572
921,1:?,3:neutral,,0.571
922,1:?,2:negative,,0.873
923,1:?,3:neutral,,0.569
924,1:?,3:neutral,,0.612
925,1:?,3:neutral,,0.571
926,1:?,3:neutral,,0.558
927,1:?,3:neutral,,0.569
928,1:?,3:neutral,,0.556
929,1:?,2:negative,,0.487
930,1:?,1:positive,,0.995
931,1:?,3:neutral,,0.613
932,1:?,3:neutral,,0.567
933,1:?,1:positive,,0.805
934,1:?,3:neutral,,0.567
935,1:?,3:neutral,,0.556
936,1:?,1:positive,,0.679
937,1:?,3:neutral,,0.556
938,1:?,3:neutral,,0.556
939,1:?,3:neutral,,0.572
940,1:?,1:positive,,0.693
941,1:?,3:neutral,,0.569
942,1:?,3:neutral,,0.557
943,1:?,1:positive,,0.799
944,1:?,3:neutral,,0.556
945,1:?,1:positive,,0.481
946,1:?,2:negative,,0.575
947,1:?,3:neutral,,0.569
948,1:?,3:neutral,,0.556
949,1:?,3:neutral,,0.556
950,1:?,3:neutral,,0.569
951,1:?,2:negative,,0.491
952,1:?,3:neutral,,0.567
953,1:?,3:neutral,,0.619
954,1:?,3:neutral,,0.556
955,1:?,3:neutral,,0.567
956,1:?,3:neutral,,0.568
957,1:?,3:neutral,,0.569
958,1:?,3:neutral,,0.549
959,1:?,3:neutral,,0.53
960,1:?,3:neutral,,0.613
961,1:?,3:neutral,,0.567
962,1:?,3:neutral,,0.558
963,1:?,3:neutral,,0.567
964,1:?,3:neutral,,0.567
965,1:?,1:positive,,0.67
966,1:?,3:neutral,,0.612
967,1:?,3:neutral,,0.556
968,1:?,3:neutral,,0.557
969,1:?,3:neutral,,0.556
970,1:?,3:neutral,,0.556
971,1:?,2:negative,,0.535
972,1:?,3:neutral,,0.611
973,1:?,3:neutral,,0.569
974,1:?,3:neutral,,0.604
975,1:?,3:neutral,,0.572
976,1:?,3:neutral,,0.569
977,1:?,3:neutral,,0.556
978,1:?,2:negative,,0.839
979,1:?,3:neutral,,0.577
980,1:?,3:neutral,,0.637
981,1:?,3:neutral,,0.556
982,1:?,3:neutral,,0.569
983,1:?,3:neutral,,0.556
984,1:?,1:positive,,0.881
985,1:?,1:positive,,0.676
986,1:?,2:negative,,0.487
987,1:?,3:neutral,,0.558
988,1:?,3:neutral,,0.623
989,1:?,3:neutral,,0.607
990,1:?,1:positive,,0.59
991,1:?,3:neutral,,0.604
992,1:?,1:positive,,0.959
993,1:?,3:neutral,,0.621
994,1:?,3:neutral,,0.569
995,1:?,3:neutral,,0.638
996,1:?,3:neutral,,0.616
997,1:?,3:neutral,,0.556
998,1:?,3:neutral,,0.556
999,1:?,3:neutral,,0.556
1000,1:?,3:neutral,,0.556
1001,1:?,3:neutral,,0.569
1002,1:?,3:neutral,,0.603
1003,1:?,2:negative,,0.527
1004,1:?,3:neutral,,0.623
1005,1:?,1:positive,,0.709
1006,1:?,2:negative,,0.928
1007,1:?,3:neutral,,0.596
1008,1:?,3:neutral,,0.557
1009,1:?,3:neutral,,0.571
1010,1:?,3:neutral,,0.567
1011,1:?,3:neutral,,0.569
1012,1:?,2:negative,,0.585
1013,1:?,1:positive,,0.869
1014,1:?,3:neutral,,0.556
1015,1:?,3:neutral,,0.556
1016,1:?,1:positive,,0.993
1017,1:?,3:neutral,,0.495
1018,1:?,3:neutral,,0.571
1019,1:?,3:neutral,,0.626
1020,1:?,3:neutral,,0.558
1021,1:?,3:neutral,,0.556
1022,1:?,3:neutral,,0.556
1023,1:?,3:neutral,,0.612
1024,1:?,2:negative,,0.487
1025,1:?,3:neutral,,0.557
1026,1:?,2:negative,,0.487
1027,1:?,3:neutral,,0.517
1028,1:?,3:neutral,,0.513
1029,1:?,3:neutral,,0.617
1030,1:?,3:neutral,,0.386
1031,1:?,3:neutral,,0.569
1032,1:?,3:neutral,,0.556
1033,1:?,3:neutral,,0.57
1034,1:?,2:negative,,0.721
1035,1:?,3:neutral,,0.612
1036,1:?,3:neutral,,0.558
1037,1:?,1:positive,,0.758
1038,1:?,1:positive,,0.708
1039,1:?,1:positive,,0.706
1040,1:?,2:negative,,0.723
1041,1:?,1:positive,,0.407
1042,1:?,1:positive,,0.556
1043,1:?,3:neutral,,0.591
1044,1:?,1:positive,,0.776
1045,1:?,3:neutral,,0.616
1046,1:?,3:neutral,,0.621
1047,1:?,3:neutral,,0.614
1048,1:?,3:neutral,,0.558
1049,1:?,1:positive,,0.714
1050,1:?,3:neutral,,0.57
1051,1:?,3:neutral,,0.556
1052,1:?,1:positive,,0.997
1053,1:?,1:positive,,0.807
1054,1:?,1:positive,,0.705
1055,1:?,3:neutral,,0.569
1056,1:?,3:neutral,,0.57
1057,1:?,3:neutral,,0.569
1058,1:?,3:neutral,,0.558
1059,1:?,3:neutral,,0.571
1060,1:?,3:neutral,,0.557
1061,1:?,3:neutral,,0.569
1062,1:?,3:neutral,,0.557
1063,1:?,1:positive,,0.706
1064,1:?,3:neutral,,0.625
1065,1:?,1:positive,,0.618
1066,1:?,3:neutral,,0.556
1067,1:?,3:neutral,,0.556
1068,1:?,3:neutral,,0.605
1069,1:?,3:neutral,,0.613
1070,1:?,3:neutral,,0.615
1071,1:?,3:neutral,,0.571
1072,1:?,3:neutral,,0.479
1073,1:?,3:neutral,,0.556
1074,1:?,3:neutral,,0.604
1075,1:?,3:neutral,,0.612
1076,1:?,1:positive,,1
1077,1:?,3:neutral,,0.386
1078,1:?,1:positive,,0.708
1079,1:?,3:neutral,,0.606
1080,1:?,3:neutral,,0.556
1081,1:?,3:neutral,,0.556
1082,1:?,3:neutral,,0.556
1083,1:?,3:neutral,,0.612
1084,1:?,3:neutral,,0.558
1085,1:?,3:neutral,,0.571
1086,1:?,3:neutral,,0.615
1087,1:?,1:positive,,0.593
1088,1:?,3:neutral,,0.613
1089,1:?,1:positive,,0.88
1090,1:?,3:neutral,,0.569
1091,1:?,2:negative,,0.563
1092,1:?,3:neutral,,0.548
1093,1:?,3:neutral,,0.569
1094,1:?,3:neutral,,0.614
1095,1:?,1:positive,,0.824
1096,1:?,3:neutral,,0.569
1097,1:?,3:neutral,,0.556
1098,1:?,2:negative,,0.657
1099,1:?,2:negative,,1
1100,1:?,3:neutral,,0.612
1101,1:?,3:neutral,,0.569
1102,1:?,3:neutral,,0.572
1103,1:?,1:positive,,0.879
1104,1:?,3:neutral,,0.567
1105,1:?,3:neutral,,0.569
1106,1:?,3:neutral,,0.567
1107,1:?,3:neutral,,0.556
1108,1:?,3:neutral,,0.625
1109,1:?,3:neutral,,0.614
1110,1:?,3:neutral,,0.557
1111,1:?,3:neutral,,0.606
1112,1:?,1:positive,,0.553
1113,1:?,1:positive,,0.972
1114,1:?,3:neutral,,0.557
1115,1:?,1:positive,,0.88
1116,1:?,2:negative,,0.486
1117,1:?,3:neutral,,0.556
1118,1:?,2:negative,,0.487
1119,1:?,1:positive,,0.832
1120,1:?,1:positive,,0.688
1121,1:?,3:neutral,,0.612
1122,1:?,1:positive,,0.932
1123,1:?,3:neutral,,0.569
1124,1:?,3:neutral,,0.615
1125,1:?,1:positive,,0.775
1126,1:?,1:positive,,0.44
1127,1:?,1:positive,,0.773
1128,1:?,3:neutral,,0.567
1129,1:?,1:positive,,0.899
1130,1:?,3:neutral,,0.585
1131,1:?,1:positive,,0.682
1132,1:?,3:neutral,,0.572
1133,1:?,3:neutral,,0.569
1134,1:?,3:neutral,,0.557
1135,1:?,3:neutral,,0.567
1136,1:?,2:negative,,0.928
1137,1:?,1:positive,,0.511
1138,1:?,2:negative,,0.767
1139,1:?,3:neutral,,0.617
1140,1:?,3:neutral,,0.567
1141,1:?,3:neutral,,0.515
1142,1:?,3:neutral,,0.62
1143,1:?,3:neutral,,0.569
1144,1:?,2:negative,,0.522
1145,1:?,3:neutral,,0.571
1146,1:?,3:neutral,,0.556
1147,1:?,3:neutral,,0.571
1148,1:?,3:neutral,,0.572
1149,1:?,1:positive,,0.815
1150,1:?,3:neutral,,0.569
1151,1:?,2:negative,,0.873
1152,1:?,2:negative,,0.486
1153,1:?,3:neutral,,0.614
1154,1:?,3:neutral,,0.534
1155,1:?,3:neutral,,0.615
1156,1:?,3:neutral,,0.517
1157,1:?,1:positive,,0.553
1158,1:?,3:neutral,,0.615
1159,1:?,3:neutral,,0.569
1160,1:?,3:neutral,,0.601
1161,1:?,3:neutral,,0.556
1162,1:?,1:positive,,0.597
1163,1:?,3:neutral,,0.556
1164,1:?,3:neutral,,0.569
1165,1:?,2:negative,,0.584
1166,1:?,3:neutral,,0.572
1167,1:?,3:neutral,,0.614
1168,1:?,1:positive,,0.884
1169,1:?,3:neutral,,0.569
1170,1:?,3:neutral,,0.556
1171,1:?,3:neutral,,0.558
1172,1:?,2:negative,,0.836
1173,1:?,2:negative,,0.573
1174,1:?,3:neutral,,0.556
1175,1:?,1:positive,,0.872
1176,1:?,3:neutral,,0.615
1177,1:?,3:neutral,,0.571
1178,1:?,3:neutral,,0.584
1179,1:?,3:neutral,,0.569
1180,1:?,3:neutral,,0.572
1181,1:?,3:neutral,,0.605
1182,1:?,3:neutral,,0.606
1183,1:?,3:neutral,,0.427
1184,1:?,1:positive,,0.843
1185,1:?,3:neutral,,0.572
1186,1:?,3:neutral,,0.567
1187,1:?,3:neutral,,0.556
1188,1:?,3:neutral,,0.556
1189,1:?,3:neutral,,0.612
1190,1:?,2:negative,,0.872
1191,1:?,3:neutral,,0.558
1192,1:?,3:neutral,,0.569
1193,1:?,3:neutral,,0.462
1194,1:?,3:neutral,,0.613
1195,1:?,3:neutral,,0.557
1196,1:?,3:neutral,,0.611
1197,1:?,3:neutral,,0.612
1198,1:?,3:neutral,,0.569
1199,1:?,2:negative,,0.872
1200,1:?,3:neutral,,0.557
1201,1:?,3:neutral,,0.556
1202,1:?,3:neutral,,0.556
1203,1:?,3:neutral,,0.616
1204,1:?,3:neutral,,0.569
1205,1:?,3:neutral,,0.556
1206,1:?,3:neutral,,0.572
1207,1:?,3:neutral,,0.556
1208,1:?,1:positive,,0.593
1209,1:?,3:neutral,,0.612
1210,1:?,3:neutral,,0.623
1211,1:?,3:neutral,,0.556
1212,1:?,1:positive,,1
1213,1:?,3:neutral,,0.612
1214,1:?,3:neutral,,0.572
1215,1:?,3:neutral,,0.556
1216,1:?,3:neutral,,0.612
1217,1:?,1:positive,,0.869
1218,1:?,2:negative,,0.998
1219,1:?,3:neutral,,0.557
1220,1:?,2:negative,,0.996
1221,1:?,3:neutral,,0.558
1222,1:?,3:neutral,,0.569
1223,1:?,1:positive,,0.521
1224,1:?,2:negative,,1
1225,1:?,3:neutral,,0.495
1226,1:?,3:neutral,,0.556
1227,1:?,1:positive,,0.881
1228,1:?,3:neutral,,0.605
1229,1:?,1:positive,,0.991
1230,1:?,3:neutral,,0.556
1231,1:?,2:negative,,0.485
1232,1:?,3:neutral,,0.556
1233,1:?,3:neutral,,0.613
1234,1:?,1:positive,,0.97
1235,1:?,3:neutral,,0.567
1236,1:?,3:neutral,,0.569
1237,1:?,3:neutral,,0.571
1238,1:?,3:neutral,,0.558
1239,1:?,2:negative,,0.991
1240,1:?,1:positive,,1
1241,1:?,3:neutral,,0.569
1242,1:?,2:negative,,0.487
1243,1:?,1:positive,,0.69
1244,1:?,3:neutral,,0.556
1245,1:?,3:neutral,,0.556
1246,1:?,3:neutral,,0.559
1247,1:?,3:neutral,,0.569
1248,1:?,1:positive,,0.831
1249,1:?,3:neutral,,0.556
1250,1:?,3:neutral,,0.612
1251,1:?,3:neutral,,0.569
1252,1:?,3:neutral,,0.572
1253,1:?,3:neutral,,0.569
1254,1:?,3:neutral,,0.556
1255,1:?,3:neutral,,0.556
1256,1:?,3:neutral,,0.569
1257,1:?,2:negative,,0.48
1258,1:?,3:neutral,,0.569
1259,1:?,3:neutral,,0.619
1260,1:?,3:neutral,,0.569
1261,1:?,3:neutral,,0.569
1262,1:?,3:neutral,,0.612
1263,1:?,1:positive,,0.709
1264,1:?,3:neutral,,0.569
1265,1:?,3:neutral,,0.569
1266,1:?,3:neutral,,0.569
1267,1:?,3:neutral,,0.572
1268,1:?,3:neutral,,0.517
1269,1:?,3:neutral,,0.625
1270,1:?,3:neutral,,0.556
1271,1:?,2:negative,,0.482
1272,1:?,3:neutral,,0.556
1273,1:?,1:positive,,0.563
1274,1:?,3:neutral,,0.569
1275,1:?,2:negative,,0.723
1276,1:?,2:negative,,0.585
1277,1:?,3:neutral,,0.556
1278,1:?,1:positive,,1
1279,1:?,1:positive,,0.49
1280,1:?,1:positive,,0.993
1281,1:?,3:neutral,,0.517
1282,1:?,3:neutral,,0.556
1283,1:?,3:neutral,,0.567
1284,1:?,2:negative,,0.963
1285,1:?,3:neutral,,0.556
1286,1:?,3:neutral,,0.556
1287,1:?,1:positive,,0.904
1288,1:?,3:neutral,,0.571
1289,1:?,3:neutral,,0.556
1290,1:?,3:neutral,,0.605
1291,1:?,3:neutral,,0.615
1292,1:?,3:neutral,,0.572
1293,1:?,3:neutral,,0.589
1294,1:?,1:positive,,0.879
1295,1:?,3:neutral,,0.567
1296,1:?,1:positive,,0.985
1297,1:?,3:neutral,,0.513
1298,1:?,3:neutral,,0.556
1299,1:?,3:neutral,,0.386
1300,1:?,3:neutral,,0.612
1301,1:?,3:neutral,,0.386
1302,1:?,2:negative,,0.522
1303,1:?,3:neutral,,0.556
1304,1:?,1:positive,,0.892
1305,1:?,3:neutral,,0.594
1306,1:?,3:neutral,,0.557
1307,1:?,3:neutral,,0.619
1308,1:?,3:neutral,,0.556
1309,1:?,2:negative,,0.522
1310,1:?,2:negative,,0.535
1311,1:?,3:neutral,,0.585
1312,1:?,2:negative,,1
1313,1:?,3:neutral,,0.572
1314,1:?,2:negative,,0.742
1315,1:?,3:neutral,,0.569
1316,1:?,1:positive,,0.705
1317,1:?,3:neutral,,0.593
1318,1:?,3:neutral,,0.571
1319,1:?,3:neutral,,0.556
1320,1:?,3:neutral,,0.558
1321,1:?,2:negative,,1
1322,1:?,3:neutral,,0.534
1323,1:?,3:neutral,,0.571
1324,1:?,3:neutral,,0.557
1325,1:?,3:neutral,,0.623
1326,1:?,3:neutral,,0.557
1327,1:?,1:positive,,0.498
1328,1:?,3:neutral,,0.612
1329,1:?,3:neutral,,0.619
1330,1:?,3:neutral,,0.611
1331,1:?,3:neutral,,0.569
1332,1:?,3:neutral,,0.612
1333,1:?,2:negative,,0.646
1334,1:?,2:negative,,0.873
1335,1:?,3:neutral,,0.623
1336,1:?,1:positive,,0.705
1337,1:?,3:neutral,,0.556
1338,1:?,2:negative,,0.587
1339,1:?,1:positive,,0.475
1340,1:?,3:neutral,,0.479
1341,1:?,1:positive,,0.855
1342,1:?,3:neutral,,0.569
1343,1:?,3:neutral,,0.569
1344,1:?,3:neutral,,0.569
1345,1:?,3:neutral,,0.557
1346,1:?,2:negative,,0.536
1347,1:?,3:neutral,,0.556
1348,1:?,3:neutral,,0.569
1349,1:?,3:neutral,,0.527
1350,1:?,3:neutral,,0.557
1351,1:?,3:neutral,,0.607
1352,1:?,3:neutral,,0.612
1353,1:?,1:positive,,0.708
1354,1:?,3:neutral,,0.556
1355,1:?,1:positive,,0.829
1356,1:?,3:neutral,,0.615
1357,1:?,3:neutral,,0.557
1358,1:?,1:positive,,0.885
1359,1:?,1:positive,,0.824
1360,1:?,3:neutral,,0.627
1361,1:?,2:negative,,0.681
1362,1:?,1:positive,,0.692
1363,1:?,1:positive,,0.994
1364,1:?,3:neutral,,0.569
1365,1:?,3:neutral,,0.569
1366,1:?,3:neutral,,0.498
1367,1:?,1:positive,,1
1368,1:?,1:positive,,1
1369,1:?,1:positive,,0.498
1370,1:?,3:neutral,,0.556
1371,1:?,3:neutral,,0.567
1372,1:?,1:positive,,0.986
1373,1:?,3:neutral,,0.571
1374,1:?,1:positive,,0.708
1375,1:?,3:neutral,,0.556
1376,1:?,3:neutral,,0.557
1377,1:?,3:neutral,,0.614
1378,1:?,1:positive,,0.933
1379,1:?,3:neutral,,0.556
1380,1:?,1:positive,,0.991
1381,1:?,3:neutral,,0.613
1382,1:?,3:neutral,,0.605
1383,1:?,3:neutral,,0.556
1384,1:?,1:positive,,0.588
1385,1:?,3:neutral,,0.556
1386,1:?,3:neutral,,0.567
1387,1:?,3:neutral,,0.503
1388,1:?,2:negative,,0.996
1389,1:?,1:positive,,0.561
1390,1:?,3:neutral,,0.572
1391,1:?,1:positive,,0.877
1392,1:?,3:neutral,,0.558
1393,1:?,1:positive,,0.797
1394,1:?,1:positive,,0.763
1395,1:?,1:positive,,0.878
1396,1:?,3:neutral,,0.569
1397,1:?,3:neutral,,0.557
1398,1:?,3:neutral,,0.585
1399,1:?,3:neutral,,0.611
1400,1:?,2:negative,,0.491
1401,1:?,3:neutral,,0.613
1402,1:?,1:positive,,0.871
1403,1:?,2:negative,,0.585
1404,1:?,3:neutral,,0.614
1405,1:?,3:neutral,,0.557
1406,1:?,3:neutral,,0.556
1407,1:?,3:neutral,,0.556
1408,1:?,3:neutral,,0.556
1409,1:?,3:neutral,,0.625
1410,1:?,3:neutral,,0.569
1411,1:?,2:negative,,0.522
1412,1:?,3:neutral,,0.615
1413,1:?,3:neutral,,0.614
1414,1:?,3:neutral,,0.572
1415,1:?,3:neutral,,0.556
1416,1:?,3:neutral,,0.569
1417,1:?,1:positive,,0.807
1418,1:?,3:neutral,,0.569
1419,1:?,3:neutral,,0.556
1420,1:?,3:neutral,,0.57
1421,1:?,3:neutral,,0.612
1422,1:?,3:neutral,,0.569
1423,1:?,3:neutral,,0.556
1424,1:?,2:negative,,0.605
1425,1:?,3:neutral,,0.612
1426,1:?,1:positive,,0.879
1427,1:?,1:positive,,0.478
1428,1:?,1:positive,,0.93
1429,1:?,3:neutral,,0.628
1430,1:?,3:neutral,,0.556
1431,1:?,3:neutral,,0.556
1432,1:?,3:neutral,,0.556
1433,1:?,2:negative,,0.482
1434,1:?,3:neutral,,0.62
1435,1:?,3:neutral,,0.612
1436,1:?,1:positive,,0.897
1437,1:?,3:neutral,,0.556
1438,1:?,3:neutral,,0.605
1439,1:?,1:positive,,0.973
1440,1:?,3:neutral,,0.612
1441,1:?,3:neutral,,0.556
1442,1:?,3:neutral,,0.556
1443,1:?,3:neutral,,0.569
1444,1:?,3:neutral,,0.556
1445,1:?,1:positive,,0.692
1446,1:?,3:neutral,,0.543
1447,1:?,3:neutral,,0.495
1448,1:?,3:neutral,,0.614
1449,1:?,3:neutral,,0.557
1450,1:?,3:neutral,,0.615
1451,1:?,3:neutral,,0.556
1452,1:?,3:neutral,,0.569
1453,1:?,3:neutral,,0.589
1454,1:?,2:negative,,0.519
1455,1:?,3:neutral,,0.567
1456,1:?,3:neutral,,0.556
1457,1:?,3:neutral,,0.52
1458,1:?,1:positive,,0.998
1459,1:?,3:neutral,,0.556
1460,1:?,3:neutral,,0.556
1461,1:?,3:neutral,,0.558
1462,1:?,3:neutral,,0.569
1463,1:?,1:positive,,0.602
1464,1:?,2:negative,,0.491
1465,1:?,3:neutral,,0.567
1466,1:?,3:neutral,,0.386
1467,1:?,3:neutral,,0.629
1468,1:?,3:neutral,,0.556
1469,1:?,3:neutral,,0.569
1470,1:?,3:neutral,,0.613
1471,1:?,2:negative,,0.839
1472,1:?,3:neutral,,0.615
1473,1:?,3:neutral,,0.569
1474,1:?,3:neutral,,0.427
1475,1:?,3:neutral,,0.556
1476,1:?,1:positive,,0.71
1477,1:?,3:neutral,,0.567
1478,1:?,3:neutral,,0.569
1479,1:?,3:neutral,,0.572
1480,1:?,2:negative,,0.989
1481,1:?,3:neutral,,0.517
1482,1:?,2:negative,,0.457
1483,1:?,3:neutral,,0.567
1484,1:?,3:neutral,,0.556
1485,1:?,1:positive,,0.905
1486,1:?,3:neutral,,0.613
1487,1:?,1:positive,,0.857
1488,1:?,3:neutral,,0.569
1489,1:?,3:neutral,,0.567
1490,1:?,1:positive,,1
1491,1:?,3:neutral,,0.521
1492,1:?,3:neutral,,0.572
1493,1:?,3:neutral,,0.612
1494,1:?,3:neutral,,0.572
1495,1:?,3:neutral,,0.617
1496,1:?,3:neutral,,0.535
1497,1:?,3:neutral,,0.556
1498,1:?,3:neutral,,0.556
1499,1:?,3:neutral,,0.611
1500,1:?,3:neutral,,0.567
1501,1:?,3:neutral,,0.547
1502,1:?,3:neutral,,0.569
1503,1:?,3:neutral,,0.536
1504,1:?,3:neutral,,0.622
1505,1:?,3:neutral,,0.604
1506,1:?,3:neutral,,0.556
1507,1:?,3:neutral,,0.612
1508,1:?,3:neutral,,0.569
1509,1:?,2:negative,,0.53
1510,1:?,3:neutral,,0.572
1511,1:?,3:neutral,,0.517
1512,1:?,3:neutral,,0.556
1513,1:?,3:neutral,,0.612
1514,1:?,1:positive,,0.88
1515,1:?,3:neutral,,0.572
1516,1:?,3:neutral,,0.571
1517,1:?,1:positive,,0.865
1518,1:?,3:neutral,,0.557
1519,1:?,3:neutral,,0.567
1520,1:?,3:neutral,,0.556
1521,1:?,2:negative,,0.462
1522,1:?,3:neutral,,0.611
1523,1:?,3:neutral,,0.606
1524,1:?,3:neutral,,0.569
1525,1:?,1:positive,,0.699
1526,1:?,3:neutral,,0.556
1527,1:?,1:positive,,0.706
1528,1:?,3:neutral,,0.556
1529,1:?,3:neutral,,0.556
1530,1:?,2:negative,,0.522
1531,1:?,3:neutral,,0.539
1532,1:?,2:negative,,0.484
1533,1:?,3:neutral,,0.632
1534,1:?,2:negative,,0.723
1535,1:?,3:neutral,,0.556
1536,1:?,3:neutral,,0.569
1537,1:?,3:neutral,,0.556
1538,1:?,3:neutral,,0.558
1539,1:?,3:neutral,,0.612
1540,1:?,1:positive,,0.486
1541,1:?,3:neutral,,0.567
1542,1:?,3:neutral,,0.569
1543,1:?,3:neutral,,0.595
1544,1:?,2:negative,,0.486
1545,1:?,1:positive,,0.93
1546,1:?,3:neutral,,0.556
1547,1:?,3:neutral,,0.556
1548,1:?,3:neutral,,0.556
1549,1:?,3:neutral,,0.558
1550,1:?,2:negative,,0.535
1551,1:?,3:neutral,,0.596
1552,1:?,2:negative,,0.486
1553,1:?,1:positive,,0.993
1554,1:?,1:positive,,0.712
1555,1:?,3:neutral,,0.569
1556,1:?,3:neutral,,0.556
1557,1:?,3:neutral,,0.556
1558,1:?,2:negative,,0.578
1559,1:?,3:neutral,,0.572
1560,1:?,3:neutral,,0.612
1561,1:?,3:neutral,,0.569
1562,1:?,3:neutral,,0.556
1563,1:?,2:negative,,0.535
1564,1:?,3:neutral,,0.569
1565,1:?,3:neutral,,0.495
1566,1:?,3:neutral,,0.556
1567,1:?,3:neutral,,0.604
1568,1:?,3:neutral,,0.48
1569,1:?,3:neutral,,0.557
1570,1:?,1:positive,,0.942
1571,1:?,3:neutral,,0.556
1572,1:?,3:neutral,,0.521
1573,1:?,3:neutral,,0.569
1574,1:?,3:neutral,,0.556
1575,1:?,1:positive,,0.834
1576,1:?,3:neutral,,0.624
1577,1:?,3:neutral,,0.556
1578,1:?,2:negative,,0.487
1579,1:?,3:neutral,,0.612
1580,1:?,3:neutral,,0.569
1581,1:?,3:neutral,,0.612
1582,1:?,1:positive,,0.988
1583,1:?,3:neutral,,0.546
1584,1:?,3:neutral,,0.557
1585,1:?,3:neutral,,0.556
1586,1:?,2:negative,,0.991
1587,1:?,1:positive,,1
1588,1:?,1:positive,,0.709
1589,1:?,3:neutral,,0.556
1590,1:?,3:neutral,,0.556
1591,1:?,3:neutral,,0.569
1592,1:?,3:neutral,,0.556
1593,1:?,3:neutral,,0.626
1594,1:?,3:neutral,,0.569
1595,1:?,1:positive,,0.869
1596,1:?,3:neutral,,0.569
1597,1:?,3:neutral,,0.558
1598,1:?,1:positive,,1
1599,1:?,3:neutral,,0.544
1600,1:?,1:positive,,0.589
1601,1:?,3:neutral,,0.541
1602,1:?,3:neutral,,0.556
1603,1:?,2:negative,,0.872
1604,1:?,3:neutral,,0.556
1605,1:?,1:positive,,0.593
1606,1:?,1:positive,,0.972
1607,1:?,3:neutral,,0.484
1608,1:?,1:positive,,0.909
1609,1:?,3:neutral,,0.556
1610,1:?,2:negative,,0.873
1611,1:?,3:neutral,,0.569
1612,1:?,1:positive,,0.67
1613,1:?,1:positive,,0.993
1614,1:?,3:neutral,,0.572
1615,1:?,3:neutral,,0.569
1616,1:?,3:neutral,,0.612
1617,1:?,2:negative,,0.486
1618,1:?,3:neutral,,0.415
1619,1:?,3:neutral,,0.558
1620,1:?,3:neutral,,0.612
1621,1:?,3:neutral,,0.556
1622,1:?,3:neutral,,0.57
1623,1:?,3:neutral,,0.569
1624,1:?,3:neutral,,0.572
1625,1:?,1:positive,,0.692
1626,1:?,3:neutral,,0.556
1627,1:?,3:neutral,,0.359
1628,1:?,3:neutral,,0.572
1629,1:?,3:neutral,,0.557
1630,1:?,3:neutral,,0.63
1631,1:?,3:neutral,,0.564
1632,1:?,1:positive,,0.479
1633,1:?,3:neutral,,0.556
1634,1:?,3:neutral,,0.557
1635,1:?,3:neutral,,0.614
1636,1:?,3:neutral,,0.569
