inst#,actual,predicted,error,prediction
832,1:?,3:neutral,,0.56
833,1:?,3:neutral,,0.56
834,1:?,1:positive,,0.602
835,1:?,3:neutral,,0.56
836,1:?,3:neutral,,0.56
837,1:?,3:neutral,,0.56
838,1:?,2:negative,,0.802
839,1:?,1:positive,,0.561
840,1:?,3:neutral,,0.56
841,1:?,3:neutral,,0.56
842,1:?,1:positive,,0.865
843,1:?,3:neutral,,0.56
844,1:?,3:neutral,,0.56
845,1:?,3:neutral,,0.56
846,1:?,3:neutral,,0.56
847,1:?,3:neutral,,0.56
848,1:?,1:positive,,0.5
849,1:?,3:neutral,,0.56
850,1:?,1:positive,,0.911
851,1:?,3:neutral,,0.56
852,1:?,3:neutral,,0.56
853,1:?,1:positive,,0.566
854,1:?,3:neutral,,0.56
855,1:?,3:neutral,,0.56
856,1:?,3:neutral,,0.56
857,1:?,3:neutral,,0.56
858,1:?,3:neutral,,0.56
859,1:?,1:positive,,0.675
860,1:?,1:positive,,0.755
861,1:?,3:neutral,,0.56
862,1:?,3:neutral,,0.56
863,1:?,3:neutral,,0.56
864,1:?,3:neutral,,0.56
865,1:?,3:neutral,,0.56
866,1:?,3:neutral,,0.56
867,1:?,3:neutral,,0.56
868,1:?,3:neutral,,0.56
869,1:?,3:neutral,,0.56
870,1:?,3:neutral,,0.56
871,1:?,3:neutral,,0.56
872,1:?,3:neutral,,0.56
873,1:?,3:neutral,,0.56
874,1:?,3:neutral,,0.56
875,1:?,3:neutral,,0.56
876,1:?,1:positive,,0.693
877,1:?,3:neutral,,0.56
878,1:?,1:positive,,0.675
879,1:?,3:neutral,,0.56
880,1:?,1:positive,,0.561
881,1:?,3:neutral,,0.56
882,1:?,3:neutral,,0.56
883,1:?,3:neutral,,0.56
884,1:?,3:neutral,,0.56
885,1:?,3:neutral,,0.56
886,1:?,3:neutral,,0.56
887,1:?,2:negative,,0.511
888,1:?,3:neutral,,0.56
889,1:?,3:neutral,,0.56
890,1:?,1:positive,,0.566
891,1:?,2:negative,,0.724
892,1:?,3:neutral,,0.56
893,1:?,3:neutral,,0.56
894,1:?,3:neutral,,0.56
895,1:?,3:neutral,,0.56
896,1:?,3:neutral,,0.56
897,1:?,3:neutral,,0.56
898,1:?,3:neutral,,0.56
899,1:?,3:neutral,,0.56
900,1:?,3:neutral,,0.56
901,1:?,1:positive,,0.675
902,1:?,3:neutral,,0.56
903,1:?,3:neutral,,0.56
904,1:?,3:neutral,,0.56
905,1:?,3:neutral,,0.56
906,1:?,3:neutral,,0.56
907,1:?,3:neutral,,0.56
908,1:?,3:neutral,,0.56
909,1:?,3:neutral,,0.56
910,1:?,3:neutral,,0.56
911,1:?,3:neutral,,0.56
912,1:?,3:neutral,,0.56
913,1:?,3:neutral,,0.56
914,1:?,3:neutral,,0.56
915,1:?,1:positive,,0.675
916,1:?,3:neutral,,0.56
917,1:?,3:neutral,,0.56
918,1:?,3:neutral,,0.56
919,1:?,3:neutral,,0.56
920,1:?,3:neutral,,0.56
921,1:?,3:neutral,,0.56
922,1:?,3:neutral,,0.56
923,1:?,3:neutral,,0.56
924,1:?,3:neutral,,0.56
925,1:?,3:neutral,,0.56
926,1:?,3:neutral,,0.56
927,1:?,3:neutral,,0.56
928,1:?,3:neutral,,0.56
929,1:?,3:neutral,,0.56
930,1:?,1:positive,,0.755
931,1:?,3:neutral,,0.56
932,1:?,3:neutral,,0.56
933,1:?,3:neutral,,0.521
934,1:?,3:neutral,,0.56
935,1:?,3:neutral,,0.56
936,1:?,3:neutral,,0.56
937,1:?,3:neutral,,0.56
938,1:?,3:neutral,,0.56
939,1:?,3:neutral,,0.56
940,1:?,1:positive,,0.602
941,1:?,3:neutral,,0.56
942,1:?,3:neutral,,0.56
943,1:?,1:positive,,0.682
944,1:?,3:neutral,,0.56
945,1:?,3:neutral,,0.521
946,1:?,2:negative,,0.8
947,1:?,3:neutral,,0.56
948,1:?,3:neutral,,0.56
949,1:?,3:neutral,,0.56
950,1:?,3:neutral,,0.56
951,1:?,3:neutral,,0.56
952,1:?,3:neutral,,0.56
953,1:?,3:neutral,,0.56
954,1:?,3:neutral,,0.56
955,1:?,3:neutral,,0.56
956,1:?,3:neutral,,0.56
957,1:?,3:neutral,,0.56
958,1:?,1:positive,,0.5
959,1:?,3:neutral,,0.56
960,1:?,3:neutral,,0.56
961,1:?,3:neutral,,0.56
962,1:?,2:negative,,0.511
963,1:?,3:neutral,,0.56
964,1:?,3:neutral,,0.56
965,1:?,1:positive,,0.682
966,1:?,3:neutral,,0.56
967,1:?,3:neutral,,0.56
968,1:?,3:neutral,,0.56
969,1:?,3:neutral,,0.56
970,1:?,3:neutral,,0.56
971,1:?,3:neutral,,0.56
972,1:?,3:neutral,,0.56
973,1:?,3:neutral,,0.56
974,1:?,3:neutral,,0.56
975,1:?,3:neutral,,0.56
976,1:?,3:neutral,,0.56
977,1:?,3:neutral,,0.56
978,1:?,3:neutral,,0.56
979,1:?,3:neutral,,0.56
980,1:?,3:neutral,,0.56
981,1:?,3:neutral,,0.56
982,1:?,3:neutral,,0.56
983,1:?,3:neutral,,0.56
984,1:?,1:positive,,0.566
985,1:?,1:positive,,0.682
986,1:?,2:negative,,0.818
987,1:?,3:neutral,,0.56
988,1:?,1:positive,,0.675
989,1:?,3:neutral,,0.56
990,1:?,1:positive,,0.693
991,1:?,3:neutral,,0.56
992,1:?,1:positive,,0.682
993,1:?,3:neutral,,0.56
994,1:?,3:neutral,,0.56
995,1:?,3:neutral,,0.56
996,1:?,3:neutral,,0.56
997,1:?,3:neutral,,0.56
998,1:?,3:neutral,,0.56
999,1:?,3:neutral,,0.56
1000,1:?,2:negative,,0.511
1001,1:?,3:neutral,,0.56
1002,1:?,3:neutral,,0.56
1003,1:?,3:neutral,,0.56
1004,1:?,3:neutral,,0.56
1005,1:?,3:neutral,,0.56
1006,1:?,3:neutral,,0.56
1007,1:?,3:neutral,,0.56
1008,1:?,3:neutral,,0.56
1009,1:?,3:neutral,,0.56
1010,1:?,3:neutral,,0.56
1011,1:?,3:neutral,,0.56
1012,1:?,3:neutral,,0.56
1013,1:?,1:positive,,0.566
1014,1:?,3:neutral,,0.56
1015,1:?,3:neutral,,0.56
1016,1:?,1:positive,,0.602
1017,1:?,3:neutral,,0.56
1018,1:?,3:neutral,,0.56
1019,1:?,3:neutral,,0.56
1020,1:?,3:neutral,,0.56
1021,1:?,3:neutral,,0.56
1022,1:?,3:neutral,,0.56
1023,1:?,3:neutral,,0.56
1024,1:?,3:neutral,,0.56
1025,1:?,3:neutral,,0.56
1026,1:?,3:neutral,,0.56
1027,1:?,3:neutral,,0.56
1028,1:?,1:positive,,0.911
1029,1:?,3:neutral,,0.56
1030,1:?,3:neutral,,0.56
1031,1:?,3:neutral,,0.56
1032,1:?,3:neutral,,0.56
1033,1:?,3:neutral,,0.56
1034,1:?,3:neutral,,0.56
1035,1:?,3:neutral,,0.56
1036,1:?,3:neutral,,0.56
1037,1:?,1:positive,,0.682
1038,1:?,3:neutral,,0.56
1039,1:?,3:neutral,,0.56
1040,1:?,3:neutral,,0.56
1041,1:?,1:positive,,0.693
1042,1:?,1:positive,,0.963
1043,1:?,3:neutral,,0.56
1044,1:?,1:positive,,0.865
1045,1:?,3:neutral,,0.56
1046,1:?,3:neutral,,0.56
1047,1:?,3:neutral,,0.56
1048,1:?,3:neutral,,0.56
1049,1:?,3:neutral,,0.56
1050,1:?,3:neutral,,0.56
1051,1:?,3:neutral,,0.56
1052,1:?,3:neutral,,0.56
1053,1:?,3:neutral,,0.521
1054,1:?,3:neutral,,0.56
1055,1:?,3:neutral,,0.56
1056,1:?,3:neutral,,0.56
1057,1:?,3:neutral,,0.56
1058,1:?,3:neutral,,0.56
1059,1:?,3:neutral,,0.56
1060,1:?,3:neutral,,0.56
1061,1:?,3:neutral,,0.56
1062,1:?,3:neutral,,0.56
1063,1:?,3:neutral,,0.56
1064,1:?,3:neutral,,0.56
1065,1:?,1:positive,,0.865
1066,1:?,3:neutral,,0.56
1067,1:?,3:neutral,,0.56
1068,1:?,3:neutral,,0.56
1069,1:?,3:neutral,,0.56
1070,1:?,3:neutral,,0.56
1071,1:?,3:neutral,,0.56
1072,1:?,1:positive,,0.5
1073,1:?,3:neutral,,0.56
1074,1:?,3:neutral,,0.56
1075,1:?,3:neutral,,0.56
1076,1:?,2:negative,,0.656
1077,1:?,3:neutral,,0.56
1078,1:?,3:neutral,,0.56
1079,1:?,3:neutral,,0.56
1080,1:?,3:neutral,,0.56
1081,1:?,3:neutral,,0.56
1082,1:?,3:neutral,,0.56
1083,1:?,3:neutral,,0.56
1084,1:?,3:neutral,,0.56
1085,1:?,3:neutral,,0.56
1086,1:?,3:neutral,,0.56
1087,1:?,3:neutral,,0.56
1088,1:?,3:neutral,,0.56
1089,1:?,1:positive,,0.566
1090,1:?,3:neutral,,0.56
1091,1:?,3:neutral,,0.56
1092,1:?,1:positive,,0.5
1093,1:?,3:neutral,,0.56
1094,1:?,3:neutral,,0.56
1095,1:?,3:neutral,,0.521
1096,1:?,3:neutral,,0.56
1097,1:?,3:neutral,,0.56
1098,1:?,3:neutral,,0.56
1099,1:?,3:neutral,,0.56
1100,1:?,3:neutral,,0.56
1101,1:?,3:neutral,,0.56
1102,1:?,3:neutral,,0.56
1103,1:?,1:positive,,0.566
1104,1:?,3:neutral,,0.56
1105,1:?,3:neutral,,0.56
1106,1:?,3:neutral,,0.56
1107,1:?,3:neutral,,0.56
1108,1:?,2:negative,,0.511
1109,1:?,3:neutral,,0.56
1110,1:?,3:neutral,,0.56
1111,1:?,3:neutral,,0.56
1112,1:?,1:positive,,0.682
1113,1:?,1:positive,,0.566
1114,1:?,3:neutral,,0.56
1115,1:?,1:positive,,0.566
1116,1:?,3:neutral,,0.56
1117,1:?,3:neutral,,0.56
1118,1:?,2:negative,,0.6
1119,1:?,1:positive,,0.682
1120,1:?,3:neutral,,0.521
1121,1:?,3:neutral,,0.56
1122,1:?,1:positive,,0.755
1123,1:?,3:neutral,,0.56
1124,1:?,3:neutral,,0.56
1125,1:?,1:positive,,0.755
1126,1:?,1:positive,,0.602
1127,1:?,1:positive,,0.693
1128,1:?,3:neutral,,0.56
1129,1:?,1:positive,,0.682
1130,1:?,3:neutral,,0.56
1131,1:?,3:neutral,,0.56
1132,1:?,3:neutral,,0.56
1133,1:?,3:neutral,,0.56
1134,1:?,3:neutral,,0.56
1135,1:?,3:neutral,,0.56
1136,1:?,3:neutral,,0.56
1137,1:?,1:positive,,0.693
1138,1:?,1:positive,,0.602
1139,1:?,3:neutral,,0.56
1140,1:?,3:neutral,,0.56
1141,1:?,1:positive,,0.675
1142,1:?,3:neutral,,0.56
1143,1:?,3:neutral,,0.56
1144,1:?,3:neutral,,0.56
1145,1:?,3:neutral,,0.56
1146,1:?,3:neutral,,0.56
1147,1:?,3:neutral,,0.56
1148,1:?,3:neutral,,0.56
1149,1:?,1:positive,,0.682
1150,1:?,3:neutral,,0.56
1151,1:?,3:neutral,,0.56
1152,1:?,3:neutral,,0.56
1153,1:?,3:neutral,,0.56
1154,1:?,3:neutral,,0.56
1155,1:?,3:neutral,,0.56
1156,1:?,2:negative,,0.579
1157,1:?,1:positive,,0.682
1158,1:?,3:neutral,,0.56
1159,1:?,3:neutral,,0.56
1160,1:?,3:neutral,,0.56
1161,1:?,3:neutral,,0.56
1162,1:?,1:positive,,0.865
1163,1:?,3:neutral,,0.56
1164,1:?,3:neutral,,0.56
1165,1:?,3:neutral,,0.56
1166,1:?,3:neutral,,0.56
1167,1:?,3:neutral,,0.56
1168,1:?,1:positive,,0.755
1169,1:?,3:neutral,,0.56
1170,1:?,3:neutral,,0.56
1171,1:?,3:neutral,,0.56
1172,1:?,3:neutral,,0.56
1173,1:?,2:negative,,0.493
1174,1:?,3:neutral,,0.56
1175,1:?,1:positive,,0.566
1176,1:?,3:neutral,,0.56
1177,1:?,3:neutral,,0.56
1178,1:?,3:neutral,,0.56
1179,1:?,3:neutral,,0.56
1180,1:?,3:neutral,,0.56
1181,1:?,3:neutral,,0.56
1182,1:?,3:neutral,,0.56
1183,1:?,3:neutral,,0.56
1184,1:?,1:positive,,0.602
1185,1:?,3:neutral,,0.56
1186,1:?,3:neutral,,0.56
1187,1:?,3:neutral,,0.56
1188,1:?,3:neutral,,0.56
1189,1:?,3:neutral,,0.56
1190,1:?,3:neutral,,0.56
1191,1:?,3:neutral,,0.56
1192,1:?,3:neutral,,0.56
1193,1:?,1:positive,,0.561
1194,1:?,3:neutral,,0.56
1195,1:?,3:neutral,,0.56
1196,1:?,3:neutral,,0.56
1197,1:?,3:neutral,,0.56
1198,1:?,3:neutral,,0.56
1199,1:?,3:neutral,,0.56
1200,1:?,3:neutral,,0.56
1201,1:?,3:neutral,,0.56
1202,1:?,3:neutral,,0.56
1203,1:?,3:neutral,,0.56
1204,1:?,3:neutral,,0.56
1205,1:?,3:neutral,,0.56
1206,1:?,1:positive,,0.675
1207,1:?,3:neutral,,0.56
1208,1:?,3:neutral,,0.56
1209,1:?,3:neutral,,0.56
1210,1:?,3:neutral,,0.56
1211,1:?,3:neutral,,0.56
1212,1:?,1:positive,,0.566
1213,1:?,3:neutral,,0.56
1214,1:?,3:neutral,,0.56
1215,1:?,3:neutral,,0.56
1216,1:?,3:neutral,,0.56
1217,1:?,1:positive,,0.566
1218,1:?,2:negative,,0.493
1219,1:?,3:neutral,,0.56
1220,1:?,2:negative,,0.865
1221,1:?,3:neutral,,0.56
1222,1:?,3:neutral,,0.56
1223,1:?,1:positive,,0.566
1224,1:?,3:neutral,,0.56
1225,1:?,3:neutral,,0.56
1226,1:?,3:neutral,,0.56
1227,1:?,1:positive,,0.566
1228,1:?,3:neutral,,0.56
1229,1:?,1:positive,,0.755
1230,1:?,3:neutral,,0.56
1231,1:?,2:negative,,0.511
1232,1:?,3:neutral,,0.56
1233,1:?,3:neutral,,0.56
1234,1:?,1:positive,,0.566
1235,1:?,3:neutral,,0.56
1236,1:?,3:neutral,,0.56
1237,1:?,3:neutral,,0.56
1238,1:?,3:neutral,,0.56
1239,1:?,3:neutral,,0.56
1240,1:?,1:positive,,0.566
1241,1:?,3:neutral,,0.56
1242,1:?,3:neutral,,0.56
1243,1:?,3:neutral,,0.56
1244,1:?,3:neutral,,0.56
1245,1:?,3:neutral,,0.56
1246,1:?,3:neutral,,0.56
1247,1:?,3:neutral,,0.56
1248,1:?,1:positive,,0.682
1249,1:?,3:neutral,,0.56
1250,1:?,3:neutral,,0.56
1251,1:?,3:neutral,,0.56
1252,1:?,3:neutral,,0.56
1253,1:?,3:neutral,,0.56
1254,1:?,3:neutral,,0.56
1255,1:?,3:neutral,,0.56
1256,1:?,3:neutral,,0.56
1257,1:?,1:positive,,0.921
1258,1:?,3:neutral,,0.56
1259,1:?,1:positive,,0.675
1260,1:?,3:neutral,,0.56
1261,1:?,3:neutral,,0.56
1262,1:?,3:neutral,,0.56
1263,1:?,3:neutral,,0.56
1264,1:?,3:neutral,,0.56
1265,1:?,3:neutral,,0.56
1266,1:?,3:neutral,,0.56
1267,1:?,3:neutral,,0.56
1268,1:?,3:neutral,,0.56
1269,1:?,3:neutral,,0.56
1270,1:?,3:neutral,,0.56
1271,1:?,3:neutral,,0.56
1272,1:?,3:neutral,,0.56
1273,1:?,3:neutral,,0.56
1274,1:?,3:neutral,,0.56
1275,1:?,3:neutral,,0.56
1276,1:?,2:negative,,0.818
1277,1:?,3:neutral,,0.56
1278,1:?,3:neutral,,0.56
1279,1:?,3:neutral,,0.56
1280,1:?,1:positive,,0.602
1281,1:?,2:negative,,0.818
1282,1:?,2:negative,,0.511
1283,1:?,3:neutral,,0.56
1284,1:?,2:negative,,0.724
1285,1:?,3:neutral,,0.56
1286,1:?,3:neutral,,0.56
1287,1:?,1:positive,,0.602
1288,1:?,3:neutral,,0.56
1289,1:?,3:neutral,,0.56
1290,1:?,3:neutral,,0.56
1291,1:?,3:neutral,,0.56
1292,1:?,3:neutral,,0.56
1293,1:?,3:neutral,,0.56
1294,1:?,1:positive,,0.566
1295,1:?,3:neutral,,0.56
1296,1:?,1:positive,,0.693
1297,1:?,1:positive,,0.911
1298,1:?,3:neutral,,0.56
1299,1:?,3:neutral,,0.56
1300,1:?,3:neutral,,0.56
1301,1:?,3:neutral,,0.56
1302,1:?,3:neutral,,0.56
1303,1:?,3:neutral,,0.56
1304,1:?,1:positive,,0.602
1305,1:?,3:neutral,,0.56
1306,1:?,3:neutral,,0.56
1307,1:?,1:positive,,0.921
1308,1:?,3:neutral,,0.56
1309,1:?,3:neutral,,0.56
1310,1:?,3:neutral,,0.56
1311,1:?,3:neutral,,0.56
1312,1:?,3:neutral,,0.56
1313,1:?,3:neutral,,0.56
1314,1:?,2:negative,,0.511
1315,1:?,2:negative,,0.511
1316,1:?,3:neutral,,0.56
1317,1:?,2:negative,,0.579
1318,1:?,3:neutral,,0.56
1319,1:?,3:neutral,,0.56
1320,1:?,3:neutral,,0.56
1321,1:?,3:neutral,,0.56
1322,1:?,3:neutral,,0.56
1323,1:?,3:neutral,,0.56
1324,1:?,3:neutral,,0.56
1325,1:?,3:neutral,,0.56
1326,1:?,3:neutral,,0.56
1327,1:?,3:neutral,,0.56
1328,1:?,3:neutral,,0.56
1329,1:?,3:neutral,,0.56
1330,1:?,3:neutral,,0.56
1331,1:?,3:neutral,,0.56
1332,1:?,3:neutral,,0.56
1333,1:?,2:negative,,0.724
1334,1:?,3:neutral,,0.56
1335,1:?,3:neutral,,0.56
1336,1:?,3:neutral,,0.56
1337,1:?,3:neutral,,0.56
1338,1:?,3:neutral,,0.56
1339,1:?,3:neutral,,0.521
1340,1:?,1:positive,,0.5
1341,1:?,1:positive,,0.755
1342,1:?,3:neutral,,0.56
1343,1:?,3:neutral,,0.56
1344,1:?,3:neutral,,0.56
1345,1:?,3:neutral,,0.56
1346,1:?,2:negative,,0.511
1347,1:?,3:neutral,,0.56
1348,1:?,3:neutral,,0.56
1349,1:?,3:neutral,,0.56
1350,1:?,3:neutral,,0.56
1351,1:?,3:neutral,,0.56
1352,1:?,3:neutral,,0.56
1353,1:?,3:neutral,,0.56
1354,1:?,3:neutral,,0.56
1355,1:?,1:positive,,0.693
1356,1:?,3:neutral,,0.56
1357,1:?,3:neutral,,0.56
1358,1:?,1:positive,,0.755
1359,1:?,3:neutral,,0.521
1360,1:?,3:neutral,,0.56
1361,1:?,3:neutral,,0.56
1362,1:?,1:positive,,0.602
1363,1:?,1:positive,,0.865
1364,1:?,3:neutral,,0.56
1365,1:?,3:neutral,,0.56
1366,1:?,2:negative,,0.493
1367,1:?,1:positive,,0.682
1368,1:?,1:positive,,0.566
1369,1:?,3:neutral,,0.56
1370,1:?,3:neutral,,0.56
1371,1:?,3:neutral,,0.56
1372,1:?,1:positive,,0.682
1373,1:?,3:neutral,,0.56
1374,1:?,3:neutral,,0.56
1375,1:?,3:neutral,,0.56
1376,1:?,3:neutral,,0.56
1377,1:?,3:neutral,,0.56
1378,1:?,1:positive,,0.755
1379,1:?,3:neutral,,0.56
1380,1:?,1:positive,,0.865
1381,1:?,3:neutral,,0.56
1382,1:?,3:neutral,,0.56
1383,1:?,3:neutral,,0.56
1384,1:?,2:negative,,0.656
1385,1:?,3:neutral,,0.56
1386,1:?,3:neutral,,0.56
1387,1:?,2:negative,,0.656
1388,1:?,3:neutral,,0.56
1389,1:?,3:neutral,,0.56
1390,1:?,3:neutral,,0.56
1391,1:?,1:positive,,0.667
1392,1:?,3:neutral,,0.56
1393,1:?,1:positive,,0.602
1394,1:?,1:positive,,0.693
1395,1:?,1:positive,,0.566
1396,1:?,3:neutral,,0.56
1397,1:?,3:neutral,,0.56
1398,1:?,3:neutral,,0.56
1399,1:?,3:neutral,,0.56
1400,1:?,3:neutral,,0.56
1401,1:?,3:neutral,,0.56
1402,1:?,1:positive,,0.566
1403,1:?,3:neutral,,0.56
1404,1:?,3:neutral,,0.56
1405,1:?,3:neutral,,0.56
1406,1:?,3:neutral,,0.56
1407,1:?,3:neutral,,0.56
1408,1:?,3:neutral,,0.56
1409,1:?,3:neutral,,0.56
1410,1:?,3:neutral,,0.56
1411,1:?,3:neutral,,0.56
1412,1:?,3:neutral,,0.56
1413,1:?,3:neutral,,0.56
1414,1:?,3:neutral,,0.56
1415,1:?,3:neutral,,0.56
1416,1:?,3:neutral,,0.56
1417,1:?,3:neutral,,0.521
1418,1:?,3:neutral,,0.56
1419,1:?,3:neutral,,0.56
1420,1:?,3:neutral,,0.56
1421,1:?,3:neutral,,0.56
1422,1:?,3:neutral,,0.56
1423,1:?,3:neutral,,0.56
1424,1:?,2:negative,,0.865
1425,1:?,3:neutral,,0.56
1426,1:?,1:positive,,0.566
1427,1:?,1:positive,,0.561
1428,1:?,1:positive,,0.602
1429,1:?,3:neutral,,0.56
1430,1:?,3:neutral,,0.56
1431,1:?,3:neutral,,0.56
1432,1:?,3:neutral,,0.56
1433,1:?,3:neutral,,0.56
1434,1:?,3:neutral,,0.56
1435,1:?,3:neutral,,0.56
1436,1:?,1:positive,,0.566
1437,1:?,3:neutral,,0.56
1438,1:?,3:neutral,,0.56
1439,1:?,1:positive,,0.566
1440,1:?,3:neutral,,0.56
1441,1:?,3:neutral,,0.56
1442,1:?,3:neutral,,0.56
1443,1:?,3:neutral,,0.56
1444,1:?,3:neutral,,0.56
1445,1:?,1:positive,,0.602
1446,1:?,2:negative,,0.724
1447,1:?,3:neutral,,0.56
1448,1:?,3:neutral,,0.56
1449,1:?,3:neutral,,0.56
1450,1:?,3:neutral,,0.56
1451,1:?,3:neutral,,0.56
1452,1:?,3:neutral,,0.56
1453,1:?,3:neutral,,0.56
1454,1:?,3:neutral,,0.56
1455,1:?,3:neutral,,0.56
1456,1:?,3:neutral,,0.56
1457,1:?,2:negative,,0.493
1458,1:?,1:positive,,0.865
1459,1:?,3:neutral,,0.56
1460,1:?,3:neutral,,0.56
1461,1:?,3:neutral,,0.56
1462,1:?,3:neutral,,0.56
1463,1:?,3:neutral,,0.56
1464,1:?,3:neutral,,0.56
1465,1:?,3:neutral,,0.56
1466,1:?,3:neutral,,0.56
1467,1:?,3:neutral,,0.56
1468,1:?,3:neutral,,0.56
1469,1:?,3:neutral,,0.56
1470,1:?,3:neutral,,0.56
1471,1:?,3:neutral,,0.56
1472,1:?,3:neutral,,0.56
1473,1:?,3:neutral,,0.56
1474,1:?,3:neutral,,0.56
1475,1:?,3:neutral,,0.56
1476,1:?,3:neutral,,0.56
1477,1:?,3:neutral,,0.56
1478,1:?,3:neutral,,0.56
1479,1:?,3:neutral,,0.56
1480,1:?,3:neutral,,0.56
1481,1:?,3:neutral,,0.56
1482,1:?,3:neutral,,0.56
1483,1:?,3:neutral,,0.56
1484,1:?,3:neutral,,0.56
1485,1:?,1:positive,,0.602
1486,1:?,3:neutral,,0.56
1487,1:?,1:positive,,0.865
1488,1:?,3:neutral,,0.56
1489,1:?,3:neutral,,0.56
1490,1:?,1:positive,,0.602
1491,1:?,3:neutral,,0.56
1492,1:?,3:neutral,,0.56
1493,1:?,3:neutral,,0.56
1494,1:?,3:neutral,,0.56
1495,1:?,3:neutral,,0.56
1496,1:?,2:negative,,0.77
1497,1:?,3:neutral,,0.56
1498,1:?,3:neutral,,0.56
1499,1:?,3:neutral,,0.56
1500,1:?,3:neutral,,0.56
1501,1:?,2:negative,,0.579
1502,1:?,3:neutral,,0.56
1503,1:?,2:negative,,0.802
1504,1:?,3:neutral,,0.56
1505,1:?,3:neutral,,0.56
1506,1:?,3:neutral,,0.56
1507,1:?,3:neutral,,0.56
1508,1:?,3:neutral,,0.56
1509,1:?,3:neutral,,0.56
1510,1:?,3:neutral,,0.56
1511,1:?,2:negative,,0.579
1512,1:?,3:neutral,,0.56
1513,1:?,3:neutral,,0.56
1514,1:?,1:positive,,0.566
1515,1:?,3:neutral,,0.56
1516,1:?,3:neutral,,0.56
1517,1:?,1:positive,,0.865
1518,1:?,3:neutral,,0.56
1519,1:?,3:neutral,,0.56
1520,1:?,3:neutral,,0.56
1521,1:?,2:negative,,0.579
1522,1:?,3:neutral,,0.56
1523,1:?,3:neutral,,0.56
1524,1:?,3:neutral,,0.56
1525,1:?,1:positive,,0.602
1526,1:?,3:neutral,,0.56
1527,1:?,3:neutral,,0.56
1528,1:?,3:neutral,,0.56
1529,1:?,3:neutral,,0.56
1530,1:?,3:neutral,,0.56
1531,1:?,2:negative,,0.656
1532,1:?,3:neutral,,0.56
1533,1:?,3:neutral,,0.56
1534,1:?,3:neutral,,0.56
1535,1:?,3:neutral,,0.56
1536,1:?,3:neutral,,0.56
1537,1:?,3:neutral,,0.56
1538,1:?,3:neutral,,0.56
1539,1:?,3:neutral,,0.56
1540,1:?,2:negative,,0.493
1541,1:?,3:neutral,,0.56
1542,1:?,3:neutral,,0.56
1543,1:?,3:neutral,,0.56
1544,1:?,3:neutral,,0.56
1545,1:?,1:positive,,0.602
1546,1:?,3:neutral,,0.56
1547,1:?,3:neutral,,0.56
1548,1:?,3:neutral,,0.56
1549,1:?,3:neutral,,0.56
1550,1:?,3:neutral,,0.56
1551,1:?,3:neutral,,0.56
1552,1:?,3:neutral,,0.56
1553,1:?,1:positive,,0.602
1554,1:?,3:neutral,,0.56
1555,1:?,3:neutral,,0.56
1556,1:?,3:neutral,,0.56
1557,1:?,3:neutral,,0.56
1558,1:?,3:neutral,,0.56
1559,1:?,3:neutral,,0.56
1560,1:?,2:negative,,0.511
1561,1:?,3:neutral,,0.56
1562,1:?,3:neutral,,0.56
1563,1:?,3:neutral,,0.56
1564,1:?,3:neutral,,0.56
1565,1:?,1:positive,,0.963
1566,1:?,3:neutral,,0.56
1567,1:?,3:neutral,,0.56
1568,1:?,1:positive,,0.5
1569,1:?,3:neutral,,0.56
1570,1:?,1:positive,,0.693
1571,1:?,3:neutral,,0.56
1572,1:?,3:neutral,,0.56
1573,1:?,3:neutral,,0.56
1574,1:?,3:neutral,,0.56
1575,1:?,1:positive,,0.682
1576,1:?,2:negative,,0.511
1577,1:?,3:neutral,,0.56
1578,1:?,3:neutral,,0.56
1579,1:?,3:neutral,,0.56
1580,1:?,3:neutral,,0.56
1581,1:?,3:neutral,,0.56
1582,1:?,1:positive,,0.865
1583,1:?,2:negative,,0.579
1584,1:?,3:neutral,,0.56
1585,1:?,3:neutral,,0.56
1586,1:?,1:positive,,0.682
1587,1:?,1:positive,,0.755
1588,1:?,3:neutral,,0.56
1589,1:?,3:neutral,,0.56
1590,1:?,3:neutral,,0.56
1591,1:?,3:neutral,,0.56
1592,1:?,3:neutral,,0.56
1593,1:?,3:neutral,,0.56
1594,1:?,3:neutral,,0.56
1595,1:?,2:negative,,0.511
1596,1:?,3:neutral,,0.56
1597,1:?,3:neutral,,0.56
1598,1:?,1:positive,,0.865
1599,1:?,2:negative,,0.636
1600,1:?,1:positive,,0.693
1601,1:?,3:neutral,,0.56
1602,1:?,3:neutral,,0.56
1603,1:?,3:neutral,,0.56
1604,1:?,3:neutral,,0.56
1605,1:?,3:neutral,,0.56
1606,1:?,1:positive,,0.566
1607,1:?,2:negative,,0.865
1608,1:?,1:positive,,0.963
1609,1:?,3:neutral,,0.56
1610,1:?,3:neutral,,0.56
1611,1:?,3:neutral,,0.56
1612,1:?,1:positive,,0.682
1613,1:?,1:positive,,0.865
1614,1:?,3:neutral,,0.56
1615,1:?,3:neutral,,0.56
1616,1:?,3:neutral,,0.56
1617,1:?,3:neutral,,0.56
1618,1:?,1:positive,,0.682
1619,1:?,3:neutral,,0.56
1620,1:?,3:neutral,,0.56
1621,1:?,3:neutral,,0.56
1622,1:?,3:neutral,,0.56
1623,1:?,3:neutral,,0.56
1624,1:?,3:neutral,,0.56
1625,1:?,2:negative,,0.802
1626,1:?,3:neutral,,0.56
