inst#,actual,predicted,error,prediction
856,1:?,3:neutral,,0.993
857,1:?,3:neutral,,0.976
858,1:?,3:neutral,,0.976
859,1:?,1:positive,,1
860,1:?,1:positive,,1
861,1:?,3:neutral,,0.993
862,1:?,3:neutral,,0.993
863,1:?,3:neutral,,0.993
864,1:?,3:neutral,,0.998
865,1:?,3:neutral,,1
866,1:?,3:neutral,,1
867,1:?,3:neutral,,1
868,1:?,3:neutral,,0.976
869,1:?,3:neutral,,0.515
870,1:?,3:neutral,,0.998
871,1:?,3:neutral,,0.978
872,1:?,1:positive,,0.509
873,1:?,3:neutral,,0.976
874,1:?,1:positive,,1
875,1:?,3:neutral,,0.976
876,1:?,1:positive,,1
877,1:?,3:neutral,,0.993
878,1:?,1:positive,,1
879,1:?,3:neutral,,0.976
880,1:?,1:positive,,1
881,1:?,3:neutral,,0.988
882,1:?,3:neutral,,0.993
883,1:?,3:neutral,,0.976
884,1:?,3:neutral,,0.993
885,1:?,3:neutral,,0.993
886,1:?,3:neutral,,0.995
887,1:?,3:neutral,,1
888,1:?,3:neutral,,1
889,1:?,3:neutral,,0.96
890,1:?,1:positive,,0.981
891,1:?,3:neutral,,0.822
892,1:?,3:neutral,,0.997
893,1:?,3:neutral,,0.993
894,1:?,3:neutral,,0.976
895,1:?,3:neutral,,0.995
896,1:?,3:neutral,,0.657
897,1:?,3:neutral,,0.976
898,1:?,3:neutral,,0.993
899,1:?,2:negative,,1
900,1:?,3:neutral,,0.988
901,1:?,1:positive,,1
902,1:?,3:neutral,,0.997
903,1:?,3:neutral,,0.976
904,1:?,3:neutral,,1
905,1:?,3:neutral,,1
906,1:?,3:neutral,,0.976
907,1:?,3:neutral,,0.976
908,1:?,3:neutral,,0.986
909,1:?,3:neutral,,0.976
910,1:?,3:neutral,,0.976
911,1:?,3:neutral,,0.986
912,1:?,3:neutral,,0.976
913,1:?,3:neutral,,0.976
914,1:?,3:neutral,,0.986
915,1:?,1:positive,,1
916,1:?,3:neutral,,0.993
917,1:?,3:neutral,,0.993
918,1:?,3:neutral,,0.976
919,1:?,3:neutral,,0.986
920,1:?,3:neutral,,0.988
921,1:?,3:neutral,,0.988
922,1:?,3:neutral,,0.943
923,1:?,3:neutral,,0.993
924,1:?,3:neutral,,0.986
925,1:?,3:neutral,,0.988
926,1:?,3:neutral,,0.978
927,1:?,3:neutral,,0.993
928,1:?,3:neutral,,0.976
929,1:?,3:neutral,,0.997
930,1:?,1:positive,,1
931,1:?,3:neutral,,0.986
932,1:?,3:neutral,,0.993
933,1:?,1:positive,,0.964
934,1:?,3:neutral,,0.993
935,1:?,3:neutral,,0.976
936,1:?,1:positive,,0.618
937,1:?,3:neutral,,0.976
938,1:?,3:neutral,,0.976
939,1:?,3:neutral,,0.988
940,1:?,1:positive,,1
941,1:?,3:neutral,,0.993
942,1:?,3:neutral,,0.978
943,1:?,1:positive,,1
944,1:?,3:neutral,,0.976
945,1:?,1:positive,,0.843
946,1:?,1:positive,,1
947,1:?,3:neutral,,0.993
948,1:?,3:neutral,,0.976
949,1:?,3:neutral,,0.976
950,1:?,3:neutral,,0.993
951,1:?,3:neutral,,0.998
952,1:?,3:neutral,,0.993
953,1:?,3:neutral,,0.995
954,1:?,3:neutral,,0.976
955,1:?,3:neutral,,0.993
956,1:?,1:positive,,1
957,1:?,3:neutral,,0.993
958,1:?,1:positive,,1
959,1:?,3:neutral,,0.997
960,1:?,3:neutral,,0.986
961,1:?,3:neutral,,0.993
962,1:?,3:neutral,,0.978
963,1:?,3:neutral,,0.993
964,1:?,3:neutral,,0.993
965,1:?,1:positive,,1
966,1:?,3:neutral,,0.986
967,1:?,3:neutral,,0.976
968,1:?,3:neutral,,0.977
969,1:?,3:neutral,,0.976
970,1:?,3:neutral,,0.976
971,1:?,3:neutral,,0.999
972,1:?,3:neutral,,0.986
973,1:?,3:neutral,,0.993
974,1:?,3:neutral,,0.987
975,1:?,3:neutral,,0.988
976,1:?,3:neutral,,0.993
977,1:?,3:neutral,,0.976
978,1:?,3:neutral,,0.96
979,1:?,2:negative,,1
980,1:?,3:neutral,,1
981,1:?,3:neutral,,0.976
982,1:?,3:neutral,,0.993
983,1:?,3:neutral,,0.976
984,1:?,1:positive,,0.981
985,1:?,1:positive,,1
986,1:?,3:neutral,,0.997
987,1:?,3:neutral,,0.978
988,1:?,1:positive,,1
989,1:?,3:neutral,,0.987
990,1:?,1:positive,,1
991,1:?,3:neutral,,0.987
992,1:?,1:positive,,1
993,1:?,3:neutral,,0.995
994,1:?,3:neutral,,0.993
995,1:?,3:neutral,,1
996,1:?,3:neutral,,0.986
997,1:?,3:neutral,,0.976
998,1:?,3:neutral,,0.976
999,1:?,3:neutral,,0.976
1000,1:?,3:neutral,,0.976
1001,1:?,3:neutral,,0.993
1002,1:?,3:neutral,,1
1003,1:?,3:neutral,,1
1004,1:?,3:neutral,,1
1005,1:?,1:positive,,0.641
1006,1:?,3:neutral,,0.905
1007,1:?,3:neutral,,0.995
1008,1:?,3:neutral,,0.977
1009,1:?,3:neutral,,0.988
1010,1:?,3:neutral,,0.993
1011,1:?,3:neutral,,0.993
1012,1:?,3:neutral,,1
1013,1:?,1:positive,,0.979
1014,1:?,3:neutral,,0.976
1015,1:?,3:neutral,,0.976
1016,1:?,1:positive,,1
1017,1:?,1:positive,,1
1018,1:?,3:neutral,,0.988
1019,1:?,3:neutral,,1
1020,1:?,3:neutral,,0.978
1021,1:?,3:neutral,,0.976
1022,1:?,3:neutral,,0.976
1023,1:?,3:neutral,,0.986
1024,1:?,3:neutral,,0.997
1025,1:?,3:neutral,,0.976
1026,1:?,3:neutral,,0.997
1027,1:?,2:negative,,1
1028,1:?,3:neutral,,0.958
1029,1:?,3:neutral,,0.995
1030,1:?,3:neutral,,0.657
1031,1:?,3:neutral,,0.993
1032,1:?,3:neutral,,0.976
1033,1:?,3:neutral,,0.993
1034,1:?,3:neutral,,1
1035,1:?,3:neutral,,0.986
1036,1:?,3:neutral,,0.978
1037,1:?,1:positive,,1
1038,1:?,1:positive,,0.64
1039,1:?,1:positive,,0.639
1040,1:?,3:neutral,,1
1041,1:?,1:positive,,1
1042,1:?,1:positive,,1
1043,1:?,3:neutral,,1
1044,1:?,1:positive,,1
1045,1:?,3:neutral,,0.986
1046,1:?,3:neutral,,0.995
1047,1:?,3:neutral,,0.986
1048,1:?,3:neutral,,0.978
1049,1:?,1:positive,,0.644
1050,1:?,3:neutral,,0.993
1051,1:?,3:neutral,,0.976
1052,1:?,1:positive,,0.999
1053,1:?,1:positive,,0.965
1054,1:?,1:positive,,0.638
1055,1:?,3:neutral,,0.993
1056,1:?,3:neutral,,0.993
1057,1:?,3:neutral,,0.993
1058,1:?,3:neutral,,0.978
1059,1:?,3:neutral,,0.988
1060,1:?,3:neutral,,0.976
1061,1:?,3:neutral,,0.993
1062,1:?,3:neutral,,0.976
1063,1:?,1:positive,,0.639
1064,1:?,3:neutral,,1
1065,1:?,1:positive,,1
1066,1:?,3:neutral,,0.976
1067,1:?,3:neutral,,0.976
1068,1:?,3:neutral,,0.987
1069,1:?,3:neutral,,0.986
1070,1:?,3:neutral,,0.986
1071,1:?,3:neutral,,0.988
1072,1:?,1:positive,,1
1073,1:?,3:neutral,,0.976
1074,1:?,3:neutral,,0.987
1075,1:?,3:neutral,,0.986
1076,1:?,2:negative,,1
1077,1:?,3:neutral,,0.658
1078,1:?,1:positive,,0.64
1079,1:?,3:neutral,,1
1080,1:?,3:neutral,,0.976
1081,1:?,3:neutral,,0.976
1082,1:?,3:neutral,,0.976
1083,1:?,3:neutral,,0.986
1084,1:?,3:neutral,,0.978
1085,1:?,3:neutral,,0.988
1086,1:?,3:neutral,,0.986
1087,1:?,1:positive,,0.506
1088,1:?,3:neutral,,0.986
1089,1:?,1:positive,,0.981
1090,1:?,3:neutral,,0.993
1091,1:?,2:negative,,1
1092,1:?,1:positive,,1
1093,1:?,3:neutral,,0.993
1094,1:?,3:neutral,,0.995
1095,1:?,1:positive,,0.968
1096,1:?,3:neutral,,0.993
1097,1:?,3:neutral,,0.976
1098,1:?,2:negative,,1
1099,1:?,2:negative,,0.959
1100,1:?,3:neutral,,0.986
1101,1:?,3:neutral,,0.993
1102,1:?,3:neutral,,0.988
1103,1:?,1:positive,,0.981
1104,1:?,3:neutral,,0.993
1105,1:?,3:neutral,,0.993
1106,1:?,3:neutral,,0.993
1107,1:?,3:neutral,,0.976
1108,1:?,3:neutral,,0.995
1109,1:?,3:neutral,,0.986
1110,1:?,3:neutral,,0.978
1111,1:?,3:neutral,,0.987
1112,1:?,1:positive,,1
1113,1:?,1:positive,,1
1114,1:?,3:neutral,,0.976
1115,1:?,1:positive,,0.981
1116,1:?,3:neutral,,0.997
1117,1:?,3:neutral,,0.976
1118,1:?,3:neutral,,0.997
1119,1:?,1:positive,,1
1120,1:?,1:positive,,0.938
1121,1:?,3:neutral,,0.986
1122,1:?,1:positive,,1
1123,1:?,3:neutral,,0.993
1124,1:?,3:neutral,,0.995
1125,1:?,1:positive,,1
1126,1:?,1:positive,,1
1127,1:?,1:positive,,1
1128,1:?,3:neutral,,0.993
1129,1:?,1:positive,,1
1130,1:?,3:neutral,,0.995
1131,1:?,1:positive,,0.621
1132,1:?,3:neutral,,0.988
1133,1:?,3:neutral,,0.993
1134,1:?,3:neutral,,0.977
1135,1:?,3:neutral,,0.993
1136,1:?,3:neutral,,0.906
1137,1:?,1:positive,,1
1138,1:?,1:positive,,0.921
1139,1:?,3:neutral,,0.986
1140,1:?,3:neutral,,0.993
1141,1:?,1:positive,,1
1142,1:?,3:neutral,,0.995
1143,1:?,3:neutral,,0.993
1144,1:?,3:neutral,,1
1145,1:?,3:neutral,,0.988
1146,1:?,3:neutral,,0.976
1147,1:?,3:neutral,,0.988
1148,1:?,3:neutral,,0.988
1149,1:?,1:positive,,1
1150,1:?,3:neutral,,0.993
1151,1:?,3:neutral,,0.943
1152,1:?,3:neutral,,0.997
1153,1:?,3:neutral,,0.986
1154,1:?,3:neutral,,0.995
1155,1:?,3:neutral,,0.986
1156,1:?,2:negative,,1
1157,1:?,1:positive,,1
1158,1:?,3:neutral,,0.986
1159,1:?,3:neutral,,0.993
1160,1:?,3:neutral,,1
1161,1:?,3:neutral,,0.976
1162,1:?,1:positive,,1
1163,1:?,3:neutral,,0.976
1164,1:?,3:neutral,,0.993
1165,1:?,3:neutral,,1
1166,1:?,3:neutral,,0.988
1167,1:?,3:neutral,,0.986
1168,1:?,1:positive,,1
1169,1:?,3:neutral,,0.993
1170,1:?,3:neutral,,0.976
1171,1:?,3:neutral,,0.978
1172,1:?,3:neutral,,0.961
1173,1:?,1:positive,,1
1174,1:?,3:neutral,,0.976
1175,1:?,1:positive,,0.98
1176,1:?,3:neutral,,0.986
1177,1:?,3:neutral,,0.988
1178,1:?,3:neutral,,0.996
1179,1:?,3:neutral,,0.993
1180,1:?,3:neutral,,0.988
1181,1:?,3:neutral,,0.987
1182,1:?,3:neutral,,0.987
1183,1:?,3:neutral,,0.736
1184,1:?,1:positive,,1
1185,1:?,3:neutral,,0.988
1186,1:?,3:neutral,,0.993
1187,1:?,3:neutral,,0.976
1188,1:?,3:neutral,,0.976
1189,1:?,3:neutral,,0.986
1190,1:?,3:neutral,,0.944
1191,1:?,3:neutral,,0.978
1192,1:?,3:neutral,,0.993
1193,1:?,1:positive,,1
1194,1:?,3:neutral,,0.986
1195,1:?,3:neutral,,0.977
1196,1:?,3:neutral,,0.986
1197,1:?,3:neutral,,0.986
1198,1:?,3:neutral,,0.993
1199,1:?,3:neutral,,0.944
1200,1:?,3:neutral,,0.976
1201,1:?,3:neutral,,0.976
1202,1:?,3:neutral,,0.976
1203,1:?,3:neutral,,0.995
1204,1:?,3:neutral,,0.993
1205,1:?,3:neutral,,0.976
1206,1:?,1:positive,,1
1207,1:?,3:neutral,,0.976
1208,1:?,1:positive,,0.505
1209,1:?,3:neutral,,0.986
1210,1:?,3:neutral,,1
1211,1:?,3:neutral,,0.976
1212,1:?,1:positive,,1
1213,1:?,3:neutral,,0.986
1214,1:?,3:neutral,,0.988
1215,1:?,3:neutral,,0.976
1216,1:?,3:neutral,,0.986
1217,1:?,1:positive,,0.979
1218,1:?,2:negative,,1
1219,1:?,3:neutral,,0.976
1220,1:?,3:neutral,,0.959
1221,1:?,3:neutral,,0.978
1222,1:?,3:neutral,,0.993
1223,1:?,3:neutral,,0.895
1224,1:?,2:negative,,1
1225,1:?,1:positive,,1
1226,1:?,3:neutral,,0.976
1227,1:?,1:positive,,0.981
1228,1:?,3:neutral,,0.987
1229,1:?,1:positive,,1
1230,1:?,3:neutral,,0.976
1231,1:?,3:neutral,,0.997
1232,1:?,3:neutral,,0.976
1233,1:?,3:neutral,,0.986
1234,1:?,1:positive,,1
1235,1:?,3:neutral,,0.993
1236,1:?,3:neutral,,0.993
1237,1:?,3:neutral,,0.988
1238,1:?,3:neutral,,0.978
1239,1:?,3:neutral,,0.993
1240,1:?,1:positive,,1
1241,1:?,3:neutral,,0.993
1242,1:?,3:neutral,,0.997
1243,1:?,1:positive,,0.627
1244,1:?,3:neutral,,0.976
1245,1:?,3:neutral,,0.976
1246,1:?,3:neutral,,0.978
1247,1:?,3:neutral,,0.993
1248,1:?,1:positive,,1
1249,1:?,3:neutral,,0.976
1250,1:?,3:neutral,,0.986
1251,1:?,3:neutral,,0.993
1252,1:?,3:neutral,,0.988
1253,1:?,3:neutral,,0.993
1254,1:?,3:neutral,,0.976
1255,1:?,3:neutral,,0.976
1256,1:?,3:neutral,,0.993
1257,1:?,1:positive,,1
1258,1:?,3:neutral,,0.993
1259,1:?,1:positive,,1
1260,1:?,3:neutral,,0.993
1261,1:?,3:neutral,,0.993
1262,1:?,3:neutral,,0.986
1263,1:?,1:positive,,0.641
1264,1:?,3:neutral,,0.993
1265,1:?,3:neutral,,0.993
1266,1:?,3:neutral,,0.993
1267,1:?,3:neutral,,0.988
1268,1:?,2:negative,,1
1269,1:?,3:neutral,,0.995
1270,1:?,3:neutral,,0.976
1271,1:?,3:neutral,,0.997
1272,1:?,3:neutral,,0.976
1273,1:?,3:neutral,,0.515
1274,1:?,3:neutral,,0.993
1275,1:?,3:neutral,,1
1276,1:?,3:neutral,,1
1277,1:?,3:neutral,,0.976
1278,1:?,1:positive,,1
1279,1:?,3:neutral,,0.533
1280,1:?,1:positive,,1
1281,1:?,2:negative,,1
1282,1:?,3:neutral,,0.976
1283,1:?,3:neutral,,0.993
1284,1:?,3:neutral,,0.794
1285,1:?,3:neutral,,0.976
1286,1:?,3:neutral,,0.976
1287,1:?,1:positive,,1
1288,1:?,3:neutral,,0.988
1289,1:?,3:neutral,,0.976
1290,1:?,3:neutral,,0.987
1291,1:?,3:neutral,,0.986
1292,1:?,3:neutral,,0.988
1293,1:?,3:neutral,,0.995
1294,1:?,1:positive,,0.981
1295,1:?,3:neutral,,0.993
1296,1:?,1:positive,,1
1297,1:?,3:neutral,,0.958
1298,1:?,3:neutral,,0.976
1299,1:?,3:neutral,,0.656
1300,1:?,3:neutral,,0.986
1301,1:?,3:neutral,,0.658
1302,1:?,3:neutral,,1
1303,1:?,3:neutral,,0.976
1304,1:?,1:positive,,1
1305,1:?,3:neutral,,1
1306,1:?,3:neutral,,0.976
1307,1:?,1:positive,,1
1308,1:?,3:neutral,,0.976
1309,1:?,3:neutral,,1
1310,1:?,3:neutral,,0.999
1311,1:?,3:neutral,,0.995
1312,1:?,2:negative,,1
1313,1:?,3:neutral,,0.988
1314,1:?,3:neutral,,0.974
1315,1:?,3:neutral,,0.993
1316,1:?,1:positive,,0.639
1317,1:?,2:negative,,1
1318,1:?,3:neutral,,0.988
1319,1:?,3:neutral,,0.976
1320,1:?,3:neutral,,0.978
1321,1:?,2:negative,,1
1322,1:?,3:neutral,,0.995
1323,1:?,3:neutral,,0.988
1324,1:?,3:neutral,,0.976
1325,1:?,3:neutral,,1
1326,1:?,3:neutral,,0.976
1327,1:?,3:neutral,,0.527
1328,1:?,3:neutral,,0.986
1329,1:?,3:neutral,,0.995
1330,1:?,3:neutral,,0.986
1331,1:?,3:neutral,,0.993
1332,1:?,3:neutral,,0.986
1333,1:?,3:neutral,,1
1334,1:?,3:neutral,,0.943
1335,1:?,3:neutral,,0.995
1336,1:?,1:positive,,0.638
1337,1:?,3:neutral,,0.976
1338,1:?,3:neutral,,0.999
1339,1:?,1:positive,,0.841
1340,1:?,1:positive,,1
1341,1:?,1:positive,,1
1342,1:?,3:neutral,,0.993
1343,1:?,3:neutral,,0.993
1344,1:?,3:neutral,,0.993
1345,1:?,3:neutral,,0.976
1346,1:?,1:positive,,1
1347,1:?,3:neutral,,0.976
1348,1:?,3:neutral,,0.993
1349,1:?,2:negative,,1
1350,1:?,3:neutral,,0.976
1351,1:?,3:neutral,,0.987
1352,1:?,3:neutral,,0.986
1353,1:?,1:positive,,0.64
1354,1:?,3:neutral,,0.976
1355,1:?,1:positive,,1
1356,1:?,3:neutral,,0.986
1357,1:?,3:neutral,,0.976
1358,1:?,1:positive,,1
1359,1:?,1:positive,,0.968
1360,1:?,3:neutral,,0.995
1361,1:?,3:neutral,,0.982
1362,1:?,1:positive,,1
1363,1:?,1:positive,,1
1364,1:?,3:neutral,,0.993
1365,1:?,3:neutral,,0.993
1366,1:?,1:positive,,1
1367,1:?,3:neutral,,0.953
1368,1:?,1:positive,,1
1369,1:?,3:neutral,,0.527
1370,1:?,3:neutral,,0.976
1371,1:?,3:neutral,,0.993
1372,1:?,1:positive,,1
1373,1:?,3:neutral,,0.988
1374,1:?,1:positive,,0.641
1375,1:?,3:neutral,,0.976
1376,1:?,3:neutral,,0.977
1377,1:?,3:neutral,,0.986
1378,1:?,1:positive,,1
1379,1:?,3:neutral,,0.976
1380,1:?,1:positive,,1
1381,1:?,3:neutral,,0.986
1382,1:?,3:neutral,,0.987
1383,1:?,3:neutral,,0.976
1384,1:?,2:negative,,1
1385,1:?,3:neutral,,0.976
1386,1:?,3:neutral,,0.993
1387,1:?,2:negative,,1
1388,1:?,3:neutral,,0.986
1389,1:?,3:neutral,,0.516
1390,1:?,3:neutral,,0.988
1391,1:?,1:positive,,1
1392,1:?,3:neutral,,0.978
1393,1:?,1:positive,,1
1394,1:?,1:positive,,1
1395,1:?,1:positive,,0.981
1396,1:?,3:neutral,,0.993
1397,1:?,3:neutral,,0.978
1398,1:?,3:neutral,,0.995
1399,1:?,3:neutral,,0.986
1400,1:?,3:neutral,,0.998
1401,1:?,3:neutral,,0.986
1402,1:?,1:positive,,0.98
1403,1:?,3:neutral,,1
1404,1:?,3:neutral,,0.995
1405,1:?,3:neutral,,0.976
1406,1:?,3:neutral,,0.976
1407,1:?,3:neutral,,0.976
1408,1:?,3:neutral,,0.976
1409,1:?,3:neutral,,0.995
1410,1:?,3:neutral,,0.993
1411,1:?,3:neutral,,1
1412,1:?,3:neutral,,0.986
1413,1:?,3:neutral,,0.986
1414,1:?,3:neutral,,0.988
1415,1:?,3:neutral,,0.976
1416,1:?,3:neutral,,0.993
1417,1:?,1:positive,,0.965
1418,1:?,3:neutral,,0.993
1419,1:?,3:neutral,,0.976
1420,1:?,3:neutral,,0.993
1421,1:?,3:neutral,,0.986
1422,1:?,3:neutral,,0.993
1423,1:?,3:neutral,,0.976
1424,1:?,3:neutral,,0.999
1425,1:?,3:neutral,,0.986
1426,1:?,1:positive,,0.981
1427,1:?,1:positive,,1
1428,1:?,1:positive,,1
1429,1:?,3:neutral,,0.995
1430,1:?,3:neutral,,0.976
1431,1:?,3:neutral,,0.976
1432,1:?,3:neutral,,0.976
1433,1:?,3:neutral,,0.997
1434,1:?,3:neutral,,0.995
1435,1:?,3:neutral,,0.986
1436,1:?,3:neutral,,1
1437,1:?,3:neutral,,0.976
1438,1:?,3:neutral,,0.987
1439,1:?,1:positive,,1
1440,1:?,3:neutral,,0.986
1441,1:?,3:neutral,,0.976
1442,1:?,3:neutral,,0.976
1443,1:?,3:neutral,,0.993
1444,1:?,3:neutral,,0.976
1445,1:?,1:positive,,1
1446,1:?,3:neutral,,0.98
1447,1:?,1:positive,,1
1448,1:?,3:neutral,,0.986
1449,1:?,3:neutral,,0.976
1450,1:?,3:neutral,,0.986
1451,1:?,3:neutral,,0.976
1452,1:?,3:neutral,,0.993
1453,1:?,3:neutral,,1
1454,1:?,3:neutral,,1
1455,1:?,3:neutral,,0.993
1456,1:?,3:neutral,,0.976
1457,1:?,1:positive,,1
1458,1:?,1:positive,,1
1459,1:?,3:neutral,,0.976
1460,1:?,3:neutral,,0.976
1461,1:?,3:neutral,,0.978
1462,1:?,3:neutral,,0.993
1463,1:?,1:positive,,0.511
1464,1:?,3:neutral,,0.998
1465,1:?,3:neutral,,0.993
1466,1:?,3:neutral,,0.658
1467,1:?,3:neutral,,0.995
1468,1:?,3:neutral,,0.976
1469,1:?,3:neutral,,0.993
1470,1:?,3:neutral,,0.986
1471,1:?,3:neutral,,0.96
1472,1:?,3:neutral,,0.995
1473,1:?,3:neutral,,0.993
1474,1:?,3:neutral,,0.736
1475,1:?,3:neutral,,0.976
1476,1:?,1:positive,,0.642
1477,1:?,3:neutral,,0.993
1478,1:?,3:neutral,,0.993
1479,1:?,3:neutral,,0.988
1480,1:?,3:neutral,,0.995
1481,1:?,2:negative,,1
1482,1:?,3:neutral,,0.849
1483,1:?,3:neutral,,0.993
1484,1:?,3:neutral,,0.976
1485,1:?,1:positive,,1
1486,1:?,3:neutral,,0.986
1487,1:?,1:positive,,1
1488,1:?,3:neutral,,0.993
1489,1:?,3:neutral,,0.993
1490,1:?,1:positive,,1
1491,1:?,3:neutral,,0.997
1492,1:?,3:neutral,,0.988
1493,1:?,3:neutral,,0.986
1494,1:?,3:neutral,,0.988
1495,1:?,3:neutral,,0.995
1496,1:?,3:neutral,,0.997
1497,1:?,3:neutral,,0.976
1498,1:?,3:neutral,,0.976
1499,1:?,3:neutral,,0.986
1500,1:?,3:neutral,,0.993
1501,1:?,2:negative,,1
1502,1:?,3:neutral,,0.993
1503,1:?,2:negative,,1
1504,1:?,3:neutral,,0.995
1505,1:?,3:neutral,,0.987
1506,1:?,3:neutral,,0.976
1507,1:?,3:neutral,,0.986
1508,1:?,3:neutral,,0.993
1509,1:?,3:neutral,,1
1510,1:?,3:neutral,,0.988
1511,1:?,2:negative,,1
1512,1:?,3:neutral,,0.976
1513,1:?,3:neutral,,0.986
1514,1:?,1:positive,,0.981
1515,1:?,3:neutral,,0.988
1516,1:?,3:neutral,,0.988
1517,1:?,1:positive,,1
1518,1:?,3:neutral,,0.976
1519,1:?,3:neutral,,0.993
1520,1:?,3:neutral,,0.976
1521,1:?,2:negative,,1
1522,1:?,3:neutral,,0.986
1523,1:?,3:neutral,,0.987
1524,1:?,3:neutral,,0.993
1525,1:?,1:positive,,1
1526,1:?,3:neutral,,0.976
1527,1:?,1:positive,,0.639
1528,1:?,3:neutral,,0.976
1529,1:?,3:neutral,,0.976
1530,1:?,3:neutral,,1
1531,1:?,2:negative,,1
1532,1:?,3:neutral,,0.997
1533,1:?,3:neutral,,1
1534,1:?,3:neutral,,1
1535,1:?,3:neutral,,0.976
1536,1:?,3:neutral,,0.993
1537,1:?,3:neutral,,0.976
1538,1:?,3:neutral,,0.978
1539,1:?,3:neutral,,0.986
1540,1:?,1:positive,,1
1541,1:?,3:neutral,,0.993
1542,1:?,3:neutral,,0.993
1543,1:?,3:neutral,,0.995
1544,1:?,3:neutral,,0.997
1545,1:?,1:positive,,1
1546,1:?,3:neutral,,0.976
1547,1:?,3:neutral,,0.976
1548,1:?,3:neutral,,0.976
1549,1:?,3:neutral,,0.978
1550,1:?,3:neutral,,0.999
1551,1:?,3:neutral,,0.995
1552,1:?,3:neutral,,0.997
1553,1:?,1:positive,,1
1554,1:?,1:positive,,0.643
1555,1:?,3:neutral,,0.993
1556,1:?,3:neutral,,0.976
1557,1:?,3:neutral,,0.976
1558,1:?,3:neutral,,1
1559,1:?,3:neutral,,0.988
1560,1:?,3:neutral,,0.986
1561,1:?,3:neutral,,0.993
1562,1:?,3:neutral,,0.976
1563,1:?,3:neutral,,0.999
1564,1:?,3:neutral,,0.993
1565,1:?,1:positive,,1
1566,1:?,3:neutral,,0.976
1567,1:?,3:neutral,,0.987
1568,1:?,1:positive,,1
1569,1:?,3:neutral,,0.977
1570,1:?,1:positive,,1
1571,1:?,3:neutral,,0.976
1572,1:?,3:neutral,,0.997
1573,1:?,3:neutral,,0.993
1574,1:?,3:neutral,,0.976
1575,1:?,1:positive,,1
1576,1:?,3:neutral,,0.995
1577,1:?,3:neutral,,0.976
1578,1:?,3:neutral,,0.997
1579,1:?,3:neutral,,0.986
1580,1:?,3:neutral,,0.993
1581,1:?,3:neutral,,0.986
1582,1:?,1:positive,,1
1583,1:?,2:negative,,1
1584,1:?,3:neutral,,0.976
1585,1:?,3:neutral,,0.976
1586,1:?,1:positive,,1
1587,1:?,1:positive,,1
1588,1:?,1:positive,,0.641
1589,1:?,3:neutral,,0.976
1590,1:?,3:neutral,,0.976
1591,1:?,3:neutral,,0.993
1592,1:?,3:neutral,,0.976
1593,1:?,3:neutral,,1
1594,1:?,3:neutral,,0.993
1595,1:?,1:positive,,0.979
1596,1:?,3:neutral,,0.993
1597,1:?,3:neutral,,0.978
1598,1:?,1:positive,,1
1599,1:?,3:neutral,,0.991
1600,1:?,1:positive,,1
1601,1:?,3:neutral,,0.995
1602,1:?,3:neutral,,0.976
1603,1:?,3:neutral,,0.943
1604,1:?,3:neutral,,0.976
1605,1:?,1:positive,,0.505
1606,1:?,1:positive,,1
1607,1:?,2:negative,,1
1608,1:?,1:positive,,1
1609,1:?,3:neutral,,0.976
1610,1:?,3:neutral,,0.943
1611,1:?,3:neutral,,0.993
1612,1:?,1:positive,,1
1613,1:?,1:positive,,1
1614,1:?,3:neutral,,0.988
1615,1:?,3:neutral,,0.993
1616,1:?,3:neutral,,0.986
1617,1:?,3:neutral,,0.997
1618,1:?,1:positive,,1
1619,1:?,3:neutral,,0.978
1620,1:?,3:neutral,,0.986
1621,1:?,3:neutral,,0.976
1622,1:?,3:neutral,,0.993
1623,1:?,3:neutral,,0.993
1624,1:?,3:neutral,,0.988
1625,1:?,2:negative,,1
1626,1:?,3:neutral,,0.976
1627,1:?,1:positive,,0.516
1628,1:?,3:neutral,,0.988
1629,1:?,3:neutral,,0.977
1630,1:?,3:neutral,,1
1631,1:?,1:positive,,1
1632,1:?,1:positive,,1
1633,1:?,3:neutral,,0.976
1634,1:?,3:neutral,,0.976
1635,1:?,3:neutral,,0.995
1636,1:?,3:neutral,,0.993
1637,1:?,3:neutral,,0.993
1638,1:?,3:neutral,,0.977
1639,1:?,3:neutral,,0.986
1640,1:?,3:neutral,,0.993
1641,1:?,3:neutral,,0.976
1642,1:?,3:neutral,,0.993
1643,1:?,3:neutral,,0.976
1644,1:?,3:neutral,,0.976
1645,1:?,3:neutral,,0.993
1646,1:?,3:neutral,,0.993
1647,1:?,3:neutral,,1
1648,1:?,3:neutral,,0.976
1649,1:?,1:positive,,0.981
1650,1:?,3:neutral,,0.993
1651,1:?,1:positive,,1
1652,1:?,3:neutral,,0.976
1653,1:?,2:negative,,1
1654,1:?,1:positive,,1
1655,1:?,3:neutral,,0.993
1656,1:?,3:neutral,,0.993
1657,1:?,3:neutral,,0.658
1658,1:?,3:neutral,,0.978
1659,1:?,3:neutral,,0.976
1660,1:?,1:positive,,1
1661,1:?,3:neutral,,0.986
1662,1:?,3:neutral,,0.978
1663,1:?,3:neutral,,0.976
1664,1:?,3:neutral,,0.997
1665,1:?,1:positive,,1
1666,1:?,3:neutral,,0.995
1667,1:?,3:neutral,,0.986
1668,1:?,2:negative,,1
1669,1:?,3:neutral,,0.978
1670,1:?,3:neutral,,0.533
